Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Negative Feedback,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Story Taps Back,Story Taps Forward,Story Exits,Tags
4/1/2020 5:53 pm PDT,82777273087_10158160206033088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158160206033088/,"#CreativeMind Episode 3 – Michael Buffington

The world of video games still starts with pencil and paper, and Drawaholics mastermind Michael Buffington is an expert in world-building, or as it is called in the world of design and animation, a Concept Art Lead. Get an inside look at this competitive industry! https://bit.ly/2wMMMBk",https://www.facebook.com/AcademyofArtUniversity/videos/226408795109586/,"48,970","1,191","47,779","39,591","1,129","38,409",,0.3%,149,10,4,6,0,0,0,0,0,1,,33,105,138,,2,"20,039",189,"19,850","18,677",168,"18,509","1,362",21,"1,341",,,,"alumni success, creative mind, faculty success"
4/15/2020 3:54 pm PDT,82777273087_10158209100833088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158209100833088/,"This episode of #CreativeMind is with Game Development UI/UX Lead Greg Eichholzer!!

Greg has worked on several games such as Dragons of Atlantis, Scooby-Doo and Marvel: United! As someone who has developed a lot of interfaces, he is going to share some great tips and tricks to help you develop a good UI/UX for your games! Listen in now: https://bit.ly/2vuWkQR",https://www.facebook.com/AcademyofArtUniversity/videos/817914638729620/,"45,566","1,771","43,795","38,476","1,565","36,880",,0.3%,139,33,27,6,0,0,0,0,1,2,,,103,103,,0,"17,036",239,"16,797","16,214",224,"15,990",822,15,807,,,,"GAM, creative mind, faculty success"
8/11/2020 11:16 pm PDT,1293431022579671042,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1293431022579671042,The pandemic has impacted a lot of industries. @academyufashion executive director Simon Ungless and other fashion professionals share their thoughts on supporting and improving the industry in this @The_Impression_ article: https://t.co/rsSr985Kgu,https://bit.ly/3kAPQV7,982,,,,,,"18,465",0.3%,3,1,1,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"FSH, Faculty"
4/11/2020 3:13 pm PDT,82777273087_10158194321588088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158194321588088/,"“All the world’s a stage and most of us are desperately unrehearsed.” – Seán O’Casey

In entertainment arts, major theater awards celebrate the best on-stage performances and productions. Learn about 7 of these awards ceremonies. https://bit.ly/3amjHLh",https://bit.ly/3amjHLh,"1,628","1,628",0,"1,480","1,480",0,,0.3%,5,1,1,0,0,0,0,0,0,0,,2,2,4,,0,,,,,,,,,,,,,"blog, entertainment arts, weekend read"
3/19/2020 10:17 am PDT,1240688742563635201,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1240688742563635201,"What makes game night so awesome? Is it the food, the company, or an amazing game?

Tabletop games require visual game development skills to create that eye-catching appearance. Learn more about these striking visual designs: https://t.co/ufK3gZceQF",https://bit.ly/2PNBz9D,"1,293",,,,,,"18,588",0.3%,4,1,1,,,,,,0,0,,3,0,3,0,,,,,,,,,,,,,,"GAM, Industry Spotlight, VIS, blog"
5/28/2020 11:12 am PDT,82777273087_10158357402778088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158357402778088/,"Looking to combine your interest in art and science? 

Learn how becoming a Landscape Architect combines art and botany, just like AAU Landscape Architecture’s Eric Arneson! What do you want to be? Learn more about our school and programs today! https://bit.ly/2T3cZ6C",https://www.facebook.com/AcademyofArtUniversity/videos/602534360355680/,"53,632","3,002","50,630","43,757","2,726","41,588",,0.3%,166,32,25,7,0,0,0,0,0,3,,16,115,131,,0,"19,940",400,"19,540","19,190",380,"18,810",750,20,730,,,,"LAN, alumni success, video"
4/12/2020 9:09 am PDT,82777273087_10158197007068088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158197007068088/,Don’t miss #ArtU’s Game of Thrones webinar on April 14th at 7PM PDT! #GoT’s Emmy Award-winning Visual Effects Supervisor Thomas Schelesny and Visual Effects Producer Tyler Weiss will be leading the discussion on the creation and execution of the #VFX of the show! RSVP now: https://bit.ly/3c9Fsia,https://www.facebook.com/AcademyofArtUniversity/videos/295894601399828/,"18,702","1,910","16,792","18,307","1,693","16,335",,0.3%,58,12,2,10,0,0,0,0,0,2,,5,39,44,,1,"4,690",242,"4,448","4,438",227,"4,211",252,15,237,,,,ANM
5/6/2020 5:03 pm PDT,82777273087_10158288787093088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158288787093088/,"In this episode, film director/writer Doug Campbell (film director) sat down with Creative Mind to discuss the in's and out's of what goes into making a Hollywood feature in less than 15 days, how to work with low budgets, how to get the most out of your script, and run a set that people want to be on. Listen in here! https://bit.ly/2WxWUGH",https://www.facebook.com/AcademyofArtUniversity/videos/258888472183537/,"40,542","1,480","39,062","34,977","1,331","33,600",,0.3%,127,25,20,3,1,0,0,1,0,0,,1,101,102,,0,"14,410",173,"14,237","12,871",153,"12,718","1,539",20,"1,519",,,,"COM, MPTV, WRI, creative mind"
4/23/2020 10:26 am PDT,82777273087_10158239422978088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158239422978088/,#ArtU’s Alex Nowak got a degree from @aaulandarch and now he’s starting his career! What do you want to be? Turn your passion into a profession with #ArtU! Sign up today: https://bit.ly/32nyHUp #classof2020 and #graduation2020,https://www.facebook.com/AcademyofArtUniversity/videos/222395472424549/,"41,907","1,203","40,704","36,555","1,110","35,272",,0.3%,132,16,12,3,0,0,1,0,0,1,,18,97,115,,0,"15,476",163,"15,313","14,363",141,"14,222","1,113",22,"1,091",,,,"ArtU, LAN, Student success"
2/4/2020 8:37 am PST,1224733612311969793,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1224733612311969793,"What is math + art + engineering + science? If you guessed architecture, you get an A+! 🤓 See how architects use every part of their brain to create sustainable designs: https://t.co/PyV67HlRcI",https://bit.ly/2NMboPR,"1,582",,,,,,"18,317",0.3%,5,2,2,,,,,,0,0,,0,3,3,0,,,,,,,,,,,,,,"ARCH, Industry Spotlight, blog"
1/28/2020 8:18 am PST,1222192113854681089,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1222192113854681089,"Journalism, styling, and branding are just some of the career paths in the world of fashion!

Get a glimpse into these 5 fashion courses that will help you develop much-needed skills for this competitive industry: https://t.co/rPdqvITyGS",https://bit.ly/37qeBfc,"1,877",,,,,,"18,308",0.3%,6,2,2,,,,,,0,0,,3,1,4,0,,,,,,,,,,,,,,"FSH, blog, department spotlight"
6/12/2020 5:29 pm PDT,1271600471023783941,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1271600471023783941,"In this episode of #CreativeMind, Bobby and Andrea Skillings, @AcademyUFashion Product Development Program Coordinator at #ArtU, cover the real-world job of working in fashion - brands, design, and international business. Listen here: https://t.co/iajUSrdgaB https://t.co/IudvF6dE5g","https://bit.ly/2U5Q8re, https://twitter.com/academy_of_art/status/1271600471023783941/video/1","1,251",,,,,,"18,497",0.3%,4,0,0,,,,,,0,0,,0,4,4,0,,71,,,,,,,,,,,,"FSH, Faculty, Industry Spotlight, creative mind"
11/2/2020 4:13 pm PST,1323417868709617670,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1323417868709617670,Join our Art History Professional Preparedness Workshop for an opportunity to discuss your career goals within the field of Art History! More info here: https://t.co/ux4V72o4XT,https://bit.ly/35OUet1,937,,,,,,"18,480",0.3%,3,0,0,,,,,,0,0,,0,3,3,0,,,,,,,,,,,,,,"Events, art history, workshop"
5/16/2020 3:19 pm PDT,1261783238189756418,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1261783238189756418,"Who enjoys spring? 🌱💐🐣

Share your favorite season with us! 

📷 by @aauphoto's Dianne S. Morton https://t.co/xUC3Mb2wxU",https://twitter.com/academy_of_art/status/1261783238189756418/photo/1,"2,186",,,,,,"18,548",0.3%,7,1,1,,,,,,0,0,,,6,6,0,,,,,,,,,,,,,,"Student Work, engagement"
10/21/2020 5:12 pm PDT,1319068959870779394,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1319068959870779394,Landscape Architecture alum Zichun (Ritta) Lei wins prestigious 2020 ASLA Design Award! https://t.co/oUysHlyBZs,https://bit.ly/37fsal2,934,,,,,,"18,477",0.3%,3,1,1,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"Awards & Honors, LAN, alumni success"
9/29/2020 8:13 pm PDT,1311141972879577089,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1311141972879577089,See work by #ArtU Jewelry &amp; Metal Arts students featured on @klimt02! Learn more about these iconic #springshow pieces. Read the feature in #linkinbio https://t.co/EhuBFjv00i,https://bit.ly/33b5HTK,931,,,,,,"18,535",0.3%,3,1,1,,,,,,0,1,,0,1,1,0,,,,,,,,,,,,,,"JEM, Student Work, alumni success, pr"
5/29/2020 9:51 pm PDT,1266592929826705409,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1266592929826705409,".@TheRookiesCO Awards 2020 deadline is fast approaching! This is the 10th anniversary of awarding some of the best young creatives in visual effects, animation, games, virtual reality, motion graphics and 3D visualization.  Submit your best work today: https://t.co/EePkTWqSPL https://t.co/WHpFNjpVwx","https://bit.ly/36DHaXo, https://twitter.com/academy_of_art/status/1266592929826705409/photo/1","2,169",,,,,,"18,519",0.3%,7,2,2,,,,,,0,0,,0,5,5,0,,,,,,,,,,,,,,"ANM, Awards & Honors, GAM, contest"
3/14/2020 11:29 am PDT,82777273087_10158091395183088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158091395183088/,"Artist/designer on a budget? Need to photograph your work for a final presentation or your portfolio, but can’t afford a “studio grade” light box? No worries—make this instead.",https://www.facebook.com/AcademyofArtUniversity/videos/314835562807979/,"45,640","1,863","43,777","39,005","1,865","37,154",,0.3%,148,32,29,2,1,0,0,0,0,3,,,113,113,,2,"18,881",297,"18,584","18,100",247,"17,853",781,50,731,,,,"MPTV, PH, video"
7/2/2020 4:17 pm PDT,1278830075664883712,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1278830075664883712,"In this episode of #CreativeMind we talk with Chuck Pyle, the Director of the School of Illustration! Pyle is an internationally sought-after artist, who received the 2015 Distinguished Educator in the Arts award from the Society of Illustrators. Listen: https://t.co/0nBizZEXlu https://t.co/yhHQ6zXqBT","https://bit.ly/2vuWkQR, https://twitter.com/academy_of_art/status/1278830075664883712/video/1","1,534",,,,,,"18,491",0.3%,5,3,3,,,,,,1,0,,0,1,1,0,,93,,,,,,,,,,,,"Faculty, ILL, creative mind"
4/16/2020 10:50 am PDT,82777273087_10158211792758088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158211792758088/,"Instill a passion for art in the next generation, like #ArtU’s Amanda Myrdal! 
She decided to study #arteducation, and now her career is on its way! Chose a career that will bring you joy and get the education to make that happen at #ArtU! #classof2020 and #graduation2020",https://www.facebook.com/AcademyofArtUniversity/videos/275901936765433/,"38,316","1,315","37,001","31,004","1,185","29,846",,0.3%,125,18,13,3,0,1,1,0,0,4,,13,90,103,,2,"14,617",183,"14,434","13,948",170,"13,778",669,13,656,,,,
10/25/2020 4:46 pm PDT,1320511965568053249,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1320511965568053249,"Juxtaposing fabrics, clashing patterns and trippy photography combine to produce Fantastic Planet. This photoshoot styled by Yalun Zhan, BFA Fashion Styling student for his FSH Menswear styling Class, was published in Cake Magazine, Issue #27. https://t.co/ayMHvYY7RR",https://bit.ly/2T3HYyY,917,,,,,,"18,480",0.3%,3,1,1,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"Awards & Honors, FSH, alumni success"
4/22/2020 4:06 pm PDT,1253097765992873987,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1253097765992873987,"Bonus Episode of #CreativeMind with Chris Moore! 

Chris Moore, Hollywood producer known for Manchester by the Sea and The Adjustment Bureau, sits down with Schools of Entertainment Executive Director and Academy Award winner Jana Sue Memel! Listen here: https://t.co/0nBizZEXlu https://t.co/tFSaoh61tp","https://bit.ly/2vuWkQR, https://twitter.com/academy_of_art/status/1253097765992873987/photo/1","1,521",,,,,,"18,547",0.3%,5,0,0,,,,,,0,0,,0,5,5,0,,,,,,,,,,,,,,"MPTV, creative mind, entertainment arts"
3/18/2020 5:10 pm PDT,82777273087_10158106154178088,Facebook,Post,Video,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158106154178088/,"As part of our Female Leaders in Art and Design series, we are excited to introduce Costume Design Coordinator Alina Bokovikova! She shares her journey as an expert in her field as well as her hopes and dreams for the future. https://bit.ly/2xPyoIB",https://www.facebook.com/AcademyofArtUniversity/videos/821014648380863/,"45,447","1,779","43,668","38,904","1,621","37,332",,0.3%,150,31,24,7,0,0,0,0,1,1,,22,95,117,,1,"18,333",272,"18,061","17,553",250,"17,303",780,22,758,,,,"Women's Day, faculty success"
4/10/2020 2:01 pm PDT,1248717645727313920,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1248717645727313920,"Just because some video game conferences have been postponed, doesn’t mean you shouldn’t be looking into the next convention! 

Video game conventions offer a chance to learn more about and appreciate game development. Full story: https://t.co/lIkW34oVKY",https://bit.ly/33JFaeQ,887,,,,,,"18,556",0.3%,3,0,0,,,,,,0,0,,1,2,3,0,,,,,,,,,,,,,,"GAM, Industry Spotlight, blog"
3/4/2020 11:13 am PST,82777273087_10158061977763088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158061977763088/,"📣Have you heard? We are launching a new #podcast Creative Mind!

Creative Mind features candid conversations with artists, directors, fashion designers, the amazing faculty and alumni from #ArtU and more! Each episode features guests from diverse art and design fields, and dives into what it REALLY takes to be a successful working artist.

In episode #1, let Art Director and Illustrator Krystal Lauk Studios explain the importance of illustration and how her work tells a story that reflects a company’s identity. Listen here: https://bit.ly/2vuWkQR",https://www.facebook.com/AcademyofArtUniversity/videos/499896134220822/,"42,543","1,535","41,008","38,145","1,520","36,589",,0.3%,145,22,17,2,1,1,1,0,0,0,,16,107,123,,1,"17,362",251,"17,111","16,079",224,"15,855","1,283",27,"1,256",,,,
4/14/2020 10:51 am PDT,1250119387509600258,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1250119387509600258,"Politics are everywhere, and greatly influence our lives. These 9 fine art artists have taken their political views to canvas and made a huge impact: https://t.co/j23nMKCMWt",https://bit.ly/39zLaIu,874,,,,,,"18,545",0.3%,3,1,1,,,,,,0,0,,0,2,2,0,,,,,,,,,,,,,,"FA, Industry Spotlight, blog"
3/3/2020 12:55 pm PST,1234945402190864385,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1234945402190864385,The annual Raspberry Awards or #Razzies honor the best of the worst in the film industry. See what this unusual entertainment arts awards show is all about! https://t.co/MJqaUOMrOR,https://bit.ly/2SHR9ph,"2,039",,,,,,"18,567",0.3%,7,1,1,,,,,,0,0,,5,1,6,0,,,,,,,,,,,,,,"Industry Spotlight, blog, entertainment arts"
9/18/2020 10:36 am PDT,82777273087_10158670878748088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158670878748088/,"Remember to register for the 11th Annual #ARTU Golf Classic at The Course at Wente Vineyards! Your contributions directly support student-athlete welfare!

Visit https://bit.ly/3iuShap for more!",https://bit.ly/3iuShap,"1,443","1,443",0,"1,309","1,309",0,,0.3%,5,2,2,0,0,0,0,0,1,0,,1,1,2,,1,,,,,,,,,,,,,"Events, athletics"
4/9/2020 10:30 am PDT,1248302197948940288,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1248302197948940288,"Industrial Design grad Jonathan Thai hatches a brand new plan in Silicon Valley through Hatch Duo, an emerging tech and design company, along with his design partner. https://t.co/zY6famQfJj",https://bit.ly/39q3Mus,854,,,,,,"18,555",0.4%,3,0,0,,,,,,0,0,,1,2,3,0,,,,,,,,,,,,,,"IDS, alumni success, blog"
